"hgnc"	"model_organism"	"line"	"sex"	"change_percentage"	"p_value"	"sample"	"age_of_control_min"	"age_of_control_mean"	"age_of_control_max"	"age_of_experiment_min"	"age_of_experiment_mean"	"age_of_experiment_max"	"age_unit"	"change_type"	"control_cohort_size"	"experiment_cohort_size"	"statistical_method"	"expression_evaluation_by"	"measurement_method"	"comment"	"doi"	"pmid"
"POLB"	"mouse"	"AB6F1"	"male"	"83.0%"	"n/a"	"liver"	"n/a"	"7"	"n/a"	"n/a"	"32"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Activities of DNA polymerases were assayed in the nuclear extracts either without or in the presence of 4 mM N-ethylmaleimide or 0.1 mM 2’,3‘-dideoxythymidine triphosphate. DNA polymerase-beta levels were determined as activities either resistant to N-ethylmaleimide or inhibited by 2’,3‘-dideoxythymidine triphosphate."	"n/a"	"6699097"
"PCK1"	"roundworm Caenorhabditis elegans"	"N2"	"hermaphrodites"	"210.0%"	"n/a"	"whole organism"	"n/a"	"1"	"n/a"	"n/a"	"6"	"n/a"	"days"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"10.1074/jbc.M115.691766"	"n/a"
"PCK1"	"roundworm Caenorhabditis elegans"	"N2"	"hermaphrodites"	"70.0%"	"n/a"	"whole organism"	"n/a"	"6"	"n/a"	"n/a"	"12"	"n/a"	"days"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"10.1074/jbc.M115.691766"	"n/a"
"PCK1"	"roundworm Caenorhabditis elegans"	"N2"	"hermaphrodites"	"150.0%"	"n/a"	"whole organism"	"n/a"	"1"	"n/a"	"n/a"	"3"	"n/a"	"days"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1074/jbc.M115.691766"	"n/a"
"PCK1"	"roundworm Caenorhabditis elegans"	"N2"	"hermaphrodites"	"90.0%"	"n/a"	"whole organism"	"n/a"	"3"	"n/a"	"n/a"	"12"	"n/a"	"days"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1074/jbc.M115.691766"	"n/a"
"POLA1"	"mouse"	"C57BL/6N"	"n/a"	"n/a"	"n/a"	"liver"	"n/a"	"1.5"	"n/a"	"n/a"	"26"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Error rate with poly d(I-C) and poly (dI). poly (dC) as a template was approximately 1/1100 in 6-8 weeks old mice and raised to about 1/530 in 26-months old mice. "	"n/a"	"1734878"
"POLB"	"mouse"	"C57BL/6N"	"female"	"50.0%"	"n/a"	"liver"	"n/a"	"1.5"	"n/a"	"n/a"	"26"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Error rate with poly d(I-C) as a template was similar between two age groups, but with poly (dI). poly (dC) as a template it was approximately 1/1100 in 6-8 weeks old mice and raised to about 1/570 in 26-months old mice. "	"n/a"	"1734878"
"PPARGC1A"	"rat"	"F344xBN"	"all"	"35.0%"	"n/a"	"muscle soleus"	"n/a"	"4"	"n/a"	"n/a"	"22"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"qPCR (control - GADPH)"	"10.1016/j.exger.2013.08.004"	"n/a"
"PPARGC1A"	"rat"	"F344xBN"	"all"	"20.0%"	"n/a"	"muscle soleus"	"n/a"	"4"	"n/a"	"n/a"	"22"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western Blot"	"10.1016/j.exger.2013.08.004"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"83.0%"	"n/a"	"hypothalamus"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"61.0%"	"n/a"	"cerebellum"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"54.0%"	"n/a"	"cortex"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"8.6%"	"n/a"	"hippocampus"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"14.0%"	"n/a"	"liver"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"35.0%"	"n/a"	"kidney"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"20.0%"	"n/a"	"spleen"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"female"	"32.0%"	"n/a"	"ovary"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"male"	"62.0%"	"n/a"	"testis"	"n/a"	"2"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"12.0%"	"n/a"	"hypothalamus"	"n/a"	"2"	"n/a"	"n/a"	"6"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"15.0%"	"n/a"	"cerebellum"	"n/a"	"2"	"n/a"	"n/a"	"6"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"10.0%"	"n/a"	"cortex"	"n/a"	"2"	"n/a"	"n/a"	"6"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"25.0%"	"n/a"	"hippocampus"	"n/a"	"2"	"n/a"	"n/a"	"6"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"44.0%"	"n/a"	"kidney"	"n/a"	"2"	"n/a"	"n/a"	"6"	"n/a"	"months"	"increased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"all"	"33.0%"	"n/a"	"spleen"	"n/a"	"2"	"n/a"	"n/a"	"6"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"female"	"35.0%"	"n/a"	"ovary"	"n/a"	"2"	"n/a"	"n/a"	"6"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"POLB"	"rat"	"Wistar"	"male"	"16.0%"	"n/a"	"testis"	"n/a"	"2"	"n/a"	"n/a"	"6"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Polymerase assays were performed with activated DNA as template. The specific activity of pol b is expressed as nmol of radioactively labeled dCMP incorporated into acid insoluble fraction/mg protein/h multiplied by 4."	"10.1007/s11064-011-0694-9"	"n/a"
"PSEN1"	"mouse"	"C57BL/6"	"male"	"51.0%"	"n/a"	"cerebellum"	"n/a"	"6"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"PS1 expression was significantly reduced in the aged cerebellum (1.00 ± 0.12 in 6 month vs. 0.49 ± 0.13 in 24 month, P<0.05). Forebrain PS1 expression was similar between 6 and 24 month mice.

The study was carried out on males. 

PS expression levels were quantified using Immunoblotting"	"10.1007/s12035-014-8877-4"	"n/a"
"PSEN1"	"rat"	"Wistar"	"all"	"100.0%"	"n/a"	"striatum"	"n/a"	"0"	"n/a"	"n/a"	"150"	"n/a"	"days"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"The expression of PS-1 varies differently in each brain area during development. In the striatum the expression of PS-1 is gradually increasing with age. In the hippocampus, cerebellum and cortex, the expression of this protein remains unchanged during postnatal development.

Western blot (immunoblot)"	"10.1016/j.ijdevneu.2012.01.005"	"n/a"
"PPARGC1A"	"human"	"n/a"	"all"	"23.0%"	"n/a"	"muscle"	"n/a"	"28"	"n/a"	"n/a"	"62"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"TaqMan Real-Time PCR"	"10.1172/jci21889"	"n/a"
"PPARGC1A"	"rat"	"Sprague Dawley"	"male"	"77.0%"	"n/a"	"liver"	"n/a"	"3"	"n/a"	"n/a"	"18"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western Blot"	"10.1038/sj.bjp.0706260"	"n/a"
"APP"	"rat"	"Wistar"	"male"	"35.0%"	"n/a"	"cortex"	"n/a"	"6"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"Real-time RT-PCR reactions were performed with the TaqMan gene expression assay (Applied Biosystems). Glyceraldehyde 3-phosphate dehydrogenase (GAPDH) (assay ID Rn00565598_m1) served as a reference gene and was included in every analysis to correct differences in interassay amplification efficiency."	"10.1097/WNR.0000000000000107"	"n/a"
"APP"	"rat"	"Wistar"	"male"	"35.0%"	"n/a"	"cortex"	"n/a"	"18"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"Real-time RT-PCR reactions were performed with the TaqMan gene expression assay (Applied Biosystems). Glyceraldehyde 3-phosphate dehydrogenase (GAPDH) (assay ID Rn00565598_m1) served as a reference gene and was included in every analysis to correct differences in interassay amplification efficiency."	"10.1097/WNR.0000000000000107"	"n/a"
"APP"	"rat"	"Wistar"	"male"	"75.0%"	"n/a"	"hippocampus"	"n/a"	"61"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"Real-time RT-PCR reactions were performed with the TaqMan gene expression assay (Applied Biosystems). Glyceraldehyde 3-phosphate dehydrogenase (GAPDH) (assay ID Rn00565598_m1) served as a reference gene and was included in every analysis to correct differences in interassay amplification efficiency."	"10.1097/WNR.0000000000000107"	"n/a"
"APP"	"rat"	"Wistar"	"male"	"84.0%"	"n/a"	"hippocampus"	"n/a"	"6"	"n/a"	"n/a"	"18"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"Real-time RT-PCR reactions were performed with the TaqMan gene expression assay (Applied Biosystems). Glyceraldehyde 3-phosphate dehydrogenase (GAPDH) (assay ID Rn00565598_m1) served as a reference gene and was included in every analysis to correct differences in interassay amplification efficiency."	"10.1097/WNR.0000000000000107"	"n/a"
"APP"	"rat"	"Wistar"	"male"	"38.0%"	"n/a"	"hippocampus"	"n/a"	"18"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"Real-time RT-PCR reactions were performed with the TaqMan gene expression assay (Applied Biosystems). Glyceraldehyde 3-phosphate dehydrogenase (GAPDH) (assay ID Rn00565598_m1) served as a reference gene and was included in every analysis to correct differences in interassay amplification efficiency."	"10.1097/WNR.0000000000000107"	"n/a"
"PSEN1"	"rat"	"Wistar"	"all"	"50.0%"	"n/a"	"brainstem"	"n/a"	"30"	"n/a"	"n/a"	"150"	"n/a"	"days"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"In the brainstem PS- 1 reaches a maximum on the 30th day after birth, and then it tends to decline.   In the hippocampus, cerebellum and cortex, the expression of this protein remains unchanged during postnatal development.

Western blot (immunoblot)"	"10.1016/j.ijdevneu.2012.01.005"	"n/a"
"PSEN1"	"rat"	"Wistar"	"all"	"80.0%"	"n/a"	"brainstem"	"n/a"	"0"	"n/a"	"n/a"	"30"	"n/a"	"days"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"In the brainstem PS- 1 reaches a maximum on the 30th day after birth, and then it tends to decline.   In the hippocampus, cerebellum and cortex, the expression of this protein remains unchanged during postnatal development.

Western blot (immunoblot)"	"10.1016/j.ijdevneu.2012.01.005"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"12.3%"	"n/a"	"lymphocytes"	"n/a"	"30"	"n/a"	"n/a"	"40"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"RT-PCR."	"10.1007/s11010-012-1432-6"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"31.6%"	"n/a"	"lymphocytes"	"n/a"	"30"	"n/a"	"n/a"	"50"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"RT-PCR."	"10.1007/s11010-012-1432-6"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"49.0%"	"n/a"	"lymphocytes"	"n/a"	"30"	"n/a"	"n/a"	"60"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"RT-PCR."	"10.1007/s11010-012-1432-6"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"75.4%"	"n/a"	"lymphocytes"	"n/a"	"30"	"n/a"	"n/a"	"70"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"RT-PCR."	"10.1007/s11010-012-1432-6"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"16.3%"	"n/a"	"lymphocytes"	"n/a"	"30"	"n/a"	"n/a"	"40"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western blotting."	"10.1007/s11010-012-1432-6"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"30.0%"	"n/a"	"lymphocytes"	"n/a"	"30"	"n/a"	"n/a"	"50"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western blotting."	"10.1007/s11010-012-1432-6"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"35.0%"	"n/a"	"lymphocytes"	"n/a"	"30"	"n/a"	"n/a"	"60"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western blotting."	"10.1007/s11010-012-1432-6"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"81.4%"	"n/a"	"lymphocytes"	"n/a"	"30"	"n/a"	"n/a"	"70"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western blotting."	"10.1007/s11010-012-1432-6"	"n/a"
"POLD1"	"human"	"n/a"	"male"	"173.0%"	"n/a"	"skin fibroblasts"	"n/a"	"3.25"	"n/a"	"n/a"	"28"	"n/a"	"years"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"RT-PCR."	"10.1016/j.jphotobiol.2005.02.001"	"n/a"
"POLD1"	"human"	"n/a"	"male"	"133.0%"	"n/a"	"skin fibroblasts"	"n/a"	"3.25"	"n/a"	"n/a"	"78"	"n/a"	"years"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"RT-PCR."	"10.1016/j.jphotobiol.2005.02.001"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"32.0%"	"n/a"	"lymphocytes"	"n/a"	"25"	"n/a"	"n/a"	"45"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western blotting."	"10.3389/fcell.2021.618586"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"73.5%"	"n/a"	"lymphocytes"	"n/a"	"25"	"n/a"	"n/a"	"65"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western blotting."	"10.3389/fcell.2021.618586"	"n/a"
"POLD1"	"human"	"n/a"	"all"	"82.0%"	"n/a"	"lymphocytes"	"n/a"	"25"	"n/a"	"n/a"	"85"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western blotting."	"10.3389/fcell.2021.618586"	"n/a"
"PPARGC1A"	"mouse"	"C57BL/6"	"all"	"70.0%"	"n/a"	"spleen"	"n/a"	"4"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"qPCR"	"10.1079/pns2002173"	"n/a"
"PPARGC1A"	"mouse"	"C57BL/6"	"all"	"64.0%"	"n/a"	"liver"	"n/a"	"4"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"qPCR"	"10.1079/pns2002173"	"n/a"
"PPARGC1A"	"mouse"	"C57BL/6"	"all"	"39.0%"	"n/a"	"kidney"	"n/a"	"4"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"qPCR"	"10.1079/pns2002173"	"n/a"
"PPARGC1A"	"mouse"	"C57BL/6"	"all"	"60.0%"	"n/a"	"heart"	"n/a"	"4"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"qPCR"	"10.1079/pns2002173"	"n/a"
"PPARGC1A"	"rat"	"Wistar"	"all"	"69.0%"	"n/a"	"heart"	"n/a"	"4"	"n/a"	"n/a"	"23"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"qPCR 

PPAR-alpha/beta-actin mRNA"	"10.1152/ajpheart.01051.2001"	"n/a"
"RGN"	"zebrafish"	"wild type"	"all"	"58.0%"	"n/a"	"liver"	"n/a"	"3"	"n/a"	"n/a"	"6"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1016/j.bbrc.2011.09.067 "	"n/a"
"RGN"	"zebrafish"	"wild type"	"all"	"60.0%"	"n/a"	"liver"	"n/a"	"3"	"n/a"	"n/a"	"12"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1016/j.bbrc.2011.09.067 "	"n/a"
"RGN"	"zebrafish"	"wild type"	"all"	"83.0%"	"n/a"	"liver"	"n/a"	"3"	"n/a"	"n/a"	"36"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1016/j.bbrc.2011.09.067 "	"n/a"
"RGN"	"rat"	"Wistar"	"female"	"35.0%"	"n/a"	"cortex"	"n/a"	"5"	"n/a"	"n/a"	"50"	"n/a"	"weeks"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1023/a:1006928402184 "	"n/a"
"RGN"	"rat"	"Wistar"	"female"	"43.0%"	"n/a"	"hippocampus"	"n/a"	"5"	"n/a"	"n/a"	"50"	"n/a"	"weeks"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1023/a:1006928402184 "	"n/a"
"RGN"	"rat"	"Wistar"	"male"	"116.0%"	"n/a"	"liver"	"n/a"	"1"	"n/a"	"n/a"	"3"	"n/a"	"weeks"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1007/BF00925738"	"n/a"
"RGN"	"rat"	"Wistar"	"male"	"244.0%"	"n/a"	"liver"	"n/a"	"1"	"n/a"	"n/a"	"5"	"n/a"	"weeks"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1007/BF00925738"	"n/a"
"RGN"	"rat"	"Wistar"	"male"	"27.0%"	"n/a"	"liver"	"n/a"	"5"	"n/a"	"n/a"	"10"	"n/a"	"weeks"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1007/BF00925738"	"n/a"
"RGN"	"rat"	"Wistar"	"male"	"50.0%"	"n/a"	"liver"	"n/a"	"5"	"n/a"	"n/a"	"30"	"n/a"	"weeks"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1007/BF00925738"	"n/a"
"RGN"	"rat"	"Wistar"	"male"	"210.0%"	"n/a"	"kidney"	"n/a"	"1"	"n/a"	"n/a"	"5"	"n/a"	"weeks"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1007/BF00925738"	"n/a"
"PPM1D"	"mouse"	"C57BL/6"	"all"	"50.0%"	"n/a"	"pancreas"	"n/a"	"2"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"The level of Wip1 was analyzed in young (2–3 months) and old (22–24 months) WT and p38AF/+ mice by RT-PCR. Authors has find an age-related reduction in expression of the p38-specific phosphatase Wip1. "	"10.1016/j.devcel.2009.05.009"	"n/a"
"PPARA"	"rat"	"Sprague Dawley"	"all"	"83.0%"	"n/a"	"kidney"	"n/a"	"6"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Method — Western Blot.

Nuclear expression of PPARα was dramatically decreased in 24-month-old rat kidneys."	"10.1681/ASN.2017070802"	"n/a"
"HOXC4"	"human"	"n/a"	"male"	"88.75%"	"n/a"	"peripheral blood mononuclear cells"	"n/a"	"32.1"	"n/a"	"n/a"	"62.6"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"A microchip study (Arraystar Human lncRNA Microarray V3.0) was conducted. In each group n=20.

The HOXC4 gene was among the genes with top changes in mRNA abundance with age: fold change — 8.89, p=0.000."	"10.18632/aging.101823"	"n/a"
"PPARA"	"rat"	"F344"	"female"	"48.0%"	"n/a"	"spleen"	"n/a"	"3"	"n/a"	"n/a"	"18"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Method — Western Blot."	"10.1007/s11064-005-8341-y"	"n/a"
"PPARA"	"rat"	"F344"	"male"	"30.0%"	"n/a"	"kidney"	"n/a"	"13"	"n/a"	"n/a"	"25"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"qPCR"	"10.1093/gerona/59.10.b997"	"n/a"
"PPARA"	"rat"	"F344"	"male"	"50.0%"	"n/a"	"kidney"	"n/a"	"13"	"n/a"	"n/a"	"25"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Western blot"	"10.1093/gerona/59.10.b997"	"n/a"
"SOCS2"	"rat"	"Sprague Dawley"	"male"	"46.0%"	"n/a"	"liver"	"n/a"	"8"	"n/a"	"n/a"	"104"	"n/a"	"weeks"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1210/en.140.8.3693"	"n/a"
"SOCS3"	"rat"	"Sprague Dawley"	"male"	"400.0%"	"n/a"	"adipose tissue"	"n/a"	"8"	"n/a"	"n/a"	"104"	"n/a"	"weeks"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1210/en.140.8.3693"	"n/a"
